confirmed	O
in	O
Suffolk	LOC
County	LOC
,	O
New	LOC
York	LOC
-LRB-	O
CODE	O
3	O
-RRB-	O
https:\/\/t.co\/FxkhUftkIe	LINK
#	HSTG
ABARare	HSTG
#	HSTG
birding	HSTG
https:\/\/t.…	LINK
RT	O
@	O
rbabox	O
:	O
A	O
Garganey	BISP
continues	O
in	O
Santa	LOC
Barbara	LOC
County	LOC
,	O
California	LOC
!	O
https:\/\/t.co\/HbHaPmyrnj	LINK
#	HSTG
ABARare	HSTG
#	HSTG
birding	HSTG
https:\/\/t.co\/BDlporTsOE	LINK
RT	O
@	O
Fromerofoto	O
:	O
S.	O
HUELVA	O
\/	O
\/	O
``	O
Sol	O
de	O
la	O
mañana	O
''	O
#	HSTG
huelva	HSTG
#	HSTG
andalucia	HSTG
#	HSTG
bird	HSTG
#	HSTG
nature	HSTG
https:\/\/t.co\/l0tUXiMNqg	LINK
RT	O
@	O
Fromerofoto	O
:	O
S.	O
HUELVA	O
\/	O
\/	O
``	O
Trepador	O
trepando	O
''	O
#	HSTG
birds	HSTG
#	HSTG
love	HSTG
#	HSTG
andalucia	HSTG
https:\/\/t.co\/8sLKBhvTBn	LINK
Gambia	LOC
Sunrise	O
December	O
2017	O
https:\/\/t.co\/bCgMewoL6o	LINK
#	HSTG
Gambia	HSTG
#	HSTG
Thegambia	HSTG
#	HSTG
sunrise	HSTG
#	HSTG
zonsopkomst	HSTG
#	HSTG
birds	HSTG
#	HSTG
vogels	HSTG
...	O
https:\/\/t.co\/u10DIlg2Z6	LINK
Talking	O
to	O
me	O
?	O
We	O
were	O
talking	O
with	O
this	O
small	O
new	O
friend	O
waiting	O
for	O
the	O
ferry	O
from	O
Tarbert	LOC
to	O
Killimer	LOC
#	HSTG
eire	HSTG
...	O
https:\/\/t.co\/Mj4K1bxpkd	LINK
Pelicans	BISP
in	O
San	LOC
Remo	LOC
,	O
Victoria	LOC
...	O
#	HSTG
pelican	HSTG
#	HSTG
birds	HSTG
@	O
San	O
Remo	O
,	O
Victoria	O
https:\/\/t.co\/7ZxB4JKWQG	LINK
Bald	BISP
eagles	BISP
above	O
Odell	LOC
Lake	LOC
;	O
Oregon	LOC
Cascades	LOC
.	O
#	HSTG
birding	HSTG
#	HSTG
baldeagles	HSTG
https:\/\/t.co\/LcSFlg6vYH	LINK
#	HSTG
Brisbane	HSTG
based	O
https:\/\/t.co\/mqAx1aDcxX	LINK
marks	O
35	O
years	O
of	O
creating	O
escorted	O
Japan	LOC
small	O
#	HSTG
grouptors	HSTG
#	HSTG
startsatsixty	HSTG
...	O
https:\/\/t.co\/yXVLVEamcE	LINK
First	O
time	O
spotting	O
a	O
Firecrest	BISP
,	O
at	O
West	LOC
Pentire	LOC
today	O
.	O
#	HSTG
northcornwall	HSTG
#	HSTG
pentire	HSTG
#	HSTG
bird	HSTG
#	HSTG
firecrest	HSTG
...	O
https:\/\/t.co\/1OXtiIhloI	LINK
Mrs	O
Bluebird	O
,	O
coming	O
home	O
...	O
#	HSTG
bluebird	HSTG
#	HSTG
home	HSTG
#	HSTG
nc	HSTG
#	HSTG
beautifulnc	HSTG
#	HSTG
bird	HSTG
#	HSTG
winter	HSTG
@	O
Durham	O
,	O
North	LOC
...	O
https:\/\/t.co\/BZBRW1X2bB	LINK
``	O
Mine	O
?	O
''	O
#	HSTG
seagull	HSTG
#	HSTG
gull	HSTG
#	HSTG
pest	HSTG
#	HSTG
bird	HSTG
#	HSTG
pixar	HSTG
#	HSTG
findingnemo	HSTG
#	HSTG
beach	HSTG
#	HSTG
lagunabeach	HSTG
@	O
Laguna	LOC
Beach	LOC
,	O
...	O
https:\/\/t.co\/1DwPpzkBuA	LINK
Snowy	BISP
egret	BISP
chilling	O
out	O
at	O
Lake	LOC
Apopka	LOC
Wildlife	LOC
Drive	O
12-25-17	O
.	O
#	HSTG
naturelovers	HSTG
@	O
NatGeo	O
@	O
natgeowild	O
@	O
NatGeoMag	O
...	O
https:\/\/t.co\/Pc0KBEYpCl	LINK
Winter	O
Escape	O
,	O
Everglades	LOC
and	O
Florida	LOC
West	LOC
Coast	LOC
Feb	O
10th-17th	O
,	O
Save	O
$	O
500	O
per	O
person	O
,	O
limited	O
time	O
offer	O
.	O
...	O
https:\/\/t.co\/9e7sc0kj0m	LINK
RT	O
@	O
RSPBScience	O
:	O
Blog	O
by	O
@	O
SteffOpp	O
Status	O
update	O
for	O
forest	O
birds	O
on	O
Montserrat	LOC
#	HSTG
ornithology	HSTG
https:\/\/t.co\/VlO6b9vOoh	LINK
https:\/\/t.co\/eunibvCE…	LINK
RT	O
@	O
andrewnbagman	O
:	O
Gyors	O
látogatás	O
Pusztaközponton	O
.	O
#	HSTG
bird	HSTG
#	HSTG
birds	HSTG
#	HSTG
nature	HSTG
#	HSTG
naturelover	HSTG
#	HSTG
animal	HSTG
#	HSTG
animallovers	HSTG
#	HSTG
fly	HSTG
...	O
https:\/\/t.co\/3WQfhw8J0Q	LINK
Gyors	O
látogatás	O
Pusztaközponton	O
.	O
#	HSTG
bird	HSTG
#	HSTG
birds	HSTG
#	HSTG
nature	HSTG
#	HSTG
naturelover	HSTG
#	HSTG
animal	HSTG
#	HSTG
animallovers	HSTG
#	HSTG
fly	HSTG
...	O
https:\/\/t.co\/3WQfhw8J0Q	LINK
Apologies	O
,	O
correction	O
to	O
that	O
last	O
post	O
:	O
Brants	BISP
spotted	O
-LRB-	O
not	O
Canada	BISP
Geese	BISP
-RRB-	O
...	O
#	HSTG
birding	HSTG
w\/o	O
a	O
field	O
guide	O
birdwatching	O
trip	O
to	O
Azerbaijan	LOC
25-30	O
Oct	O
2015	O
https:\/\/t.co\/11FP5HhVvf	LINK
#	HSTG
birding	HSTG
Snowy	BISP
Owl	BISP
in	O
New	LOC
Jersey	LOC
,	O
digiscoped	O
with	O
an	O
iPhone	O
8	O
Plus	O
&	O
a	O
Phone	O
Skope	O
through	O
a	O
Swarovski	O
ATX	O
65mm	O
scope	O
...	O
https:\/\/t.co\/ELhSbgKSD8	LINK
Read	O
about	O
a	O
Virginia	O
birder	O
trying	O
to	O
save	O
birds	O
from	O
fatal	O
window	O
strikes	O
:	O
Crying	O
fowl	BISP
:	O
New	O
YMCA	O
threatens	O
birds	O
,	O
...	O
https:\/\/t.co\/bTp81xHN5M	LINK
A	O
Northern	BISP
Waterthrush	BISP
forages	O
San	LOC
Diego	LOC
Creek	LOC
in	O
#	HSTG
Irvine	HSTG
,	O
#	HSTG
OrangeCounty	HSTG
,	O
#	HSTG
California	HSTG
,	O
USA	O
.	O
#	HSTG
nature	HSTG
#	HSTG
wildlife	HSTG
#	HSTG
bird	HSTG
...	O
https:\/\/t.co\/V1ctAosHmZ	LINK
A	O
beautiful	O
Peacock	BISP
resting	O
uhhunder	O
some	O
trees	O
at	O
the	O
Honolulu	O
Zoo	O
.	O
November	O
2017	O
.	O
.	O
.	O
#	HSTG
birds	HSTG
...	O
https:\/\/t.co\/82rAMu0poO	LINK
It	O
's	O
a	O
banner	O
year	O
for	O
Snowy	BISP
Owls	BISP
in	O
northern	LOC
Michigan	LOC
.	O
https:\/\/t.co\/WZ8vZorZwM	LINK
#	HSTG
owls	HSTG
#	HSTG
birding	HSTG
#	HSTG
Michigan	HSTG
East	LOC
Coast	LOC
visit	O
from	O
a	O
Mountain	BISP
Bluebird	BISP
.	O
What	O
a	O
treat	O
!!	O
#	HSTG
birding	HSTG
https:\/\/t.co\/xuravoK2Uq	LINK
PHOEBE	BISP
'S	BISP
HERON	BISP
is	O
a	O
lovely	O
middle-grade	O
novel	O
set	O
in	O
the	O
Rockies	O
in	O
the	O
year	O
1900	O
,	O
as	O
the	O
Audubon	O
Society	O
conservat	O
...	O
https:\/\/t.co\/WyUjXR5dRM	LINK
Took	O
a	O
picture	O
of	O
this	O
little	O
guy	O
braving	O
the	O
cold	O
on	O
a	O
frosty	O
morning	O
in	O
Ireland	LOC
.	O
#	HSTG
cold	HSTG
#	HSTG
birds	HSTG
https:\/\/t.co\/1NBHhCVfwb	LINK
Young	BISP
Costa	BISP
's	O
hummingbird	BISP
,	O
Arizona	LOC
.	O
#	HSTG
hummingbirds	HSTG
#	HSTG
birds	HSTG
#	HSTG
nature	HSTG
#	HSTG
wildlife	HSTG
#	HSTG
naturephotography	HSTG
|	O
@	O
field_archive	O
RT	O
...	O
https:\/\/t.co\/y6cUE5Vog0	LINK
Cellectible	O
Enameled	O
Spoon	O
Showing	O
Birds	O
On	O
Flowers	O
Silver	O
Plated	O
Made	O
In	O
Czechoslovakia	O
https:\/\/t.co\/5pelSbX29z…	LINK
https:\/\/t.co\/prXgFKm7GP	LINK
RT	O
@	O
Peepsqueak	O
:	O
Young	BISP
Costa	BISP
's	BISP
hummingbird	BISP
,	O
Arizona	LOC
.	O
#	HSTG
hummingbirds	HSTG
#	HSTG
birds	HSTG
#	HSTG
nature	HSTG
#	HSTG
wildlife	HSTG
#	HSTG
naturephotography	HSTG
|	O
@	O
field_archive	O
RT	O
@	O
nilima	O
...	O
Swan	O
Lake	O
as	O
performed	O
by	O
trumpeter	BISP
swans	BISP
at	O
Riverlands	O
Migratory	O
Bird	O
Sanctuary	O
.	O
#	HSTG
Missouri	HSTG
#	HSTG
Swans	HSTG
#	HSTG
birds	HSTG
...	O
https:\/\/t.co\/qIZFPpMwop	LINK
Gila	BISP
Woodpecker	BISP
on	O
Saguaro	O
Cactus	O
in	O
Chandler	LOC
,	O
AZ	LOC
.	O
#	HSTG
gila	HSTG
#	HSTG
woodpecker	HSTG
#	HSTG
bird	HSTG
#	HSTG
birds	HSTG
#	HSTG
nature	HSTG
#	HSTG
wildlife	HSTG
#	HSTG
cactus	HSTG
#	HSTG
desert	HSTG
...	O
https:\/\/t.co\/NqTIJpsAjJ	LINK
RT	O
@	O
grasstraximage	O
:	O
Canada	BISP
Geese	BISP
taking	O
off	O
@	O
rspbconwy	O
.	O
@	O
Natures_Voice	O
@	O
BirdWatchingMag	O
#	HSTG
wildlifephotography	HSTG
#	HSTG
birds	HSTG
https:\/\/t.co\/JYcUmZ9zPD	LINK
RT	O
@	O
SwanLavenham	O
:	O
Swans	BISP
flying	O
over	O
Suffolk	LOC
during	O
the	O
wintertime	O
#	HSTG
WinterWonderland	HSTG
#	HSTG
Winter	HSTG
#	HSTG
Swans	HSTG
#	HSTG
Birds	HSTG
#	HSTG
Suffolk	HSTG
https:\/\/t.co\/aMUQHVdW2S	LINK
RT	O
@	O
carolpopegordon	O
:	O
Swan	O
Lake	O
as	O
performed	O
by	O
trumpeter	BISP
swans	BISP
at	O
Riverlands	O
Migratory	O
Bird	O
Sanctuary	O
.	O
#	HSTG
Missouri	HSTG
#	HSTG
Swans	HSTG
#	HSTG
birds	HSTG
#	HSTG
wildlifepho	HSTG
...	O
Beautiful	O
Migratory	O
Birds	O
Start	O
Arriving	O
at	O
Hebbal	LOC
Lake	LOC
at	O
Bengaluru	LOC
Click	O
Here	O
?	O
https:\/\/t.co\/Myvwe1sLgi	LINK
#	HSTG
Birds	HSTG
,	O
...	O
https:\/\/t.co\/Q1cyW416ZD	LINK
Back	O
yard	O
visitor	O
from	O
Christmas	O
week	O
,	O
'	O
16	O
,	O
SE	O
GA.	O
.	O
Young	O
male	O
rose-breasted	BISP
grosbeak	BISP
.	O
#	HSTG
birding	HSTG
#	HSTG
birds	HSTG
#	HSTG
bird	HSTG
...	O
https:\/\/t.co\/glymH1RF9x	LINK
A	O
mother	O
peacock	BISP
and	O
her	O
chicks	O
in	O
Kauai	LOC
,	O
Hawaii	LOC
.	O
https:\/\/t.co\/TRG7O90bEs	LINK
#	HSTG
birds	HSTG
How	O
#	HSTG
birds	HSTG
stay	O
warm	O
through	O
Canada	O
's	O
cold	O
!	O
https:\/\/t.co\/BqCAQhFPvn	LINK
RT	O
https:\/\/t.co\/74nuS0pTng	LINK
Back	O
yard	O
visitor	O
from	O
Christmas	O
week	O
,	O
'	O
16	O
,	O
SE	O
GA.	O
.	O
Young	O
male	O
rose-breasted	BISP
grosbeak	BISP
.	O
...	O
https:\/\/t.co\/Y1B9bIUvvG	LINK
RT	O
@	O
KkevVY	O
:	O
East	LOC
Coast	LOC
visit	O
from	O
a	O
Mountain	BISP
Bluebird	BISP
.	O
What	O
a	O
treat	O
!!	O
#	HSTG
birding	HSTG
https:\/\/t.co\/xuravoK2Uq	LINK
https:\/\/t.co\/XUS9xmKAAL	LINK
so	O
many	O
Seagulls	BISP
at	O
Marine	O
Drive	O
,	O
#	HSTG
mumbainews	HSTG
#	HSTG
Mumbai	HSTG
#	HSTG
migration	HSTG
#	HSTG
birds	HSTG
#	HSTG
BirdsUp	HSTG
...	O
https:\/\/t.co\/JymgZbiosx	LINK
RT	O
@	O
pheaktraneth	O
:	O
The	O
farmers	O
in	O
Khek	LOC
Svay	LOC
village	O
in	O
Stung	O
Treng	O
's	O
Siem	O
Pang	O
district	O
will	O
help	O
conserve	O
#	HSTG
Cambodia	HSTG
's	O
national	O
#	HSTG
bird	HSTG
,	O
the	O
g	O
...	O
RT	O
@	O
cheryl_dumoulin	O
:	O
Red	BISP
Tailed	BISP
Hawk	BISP
-	O
The	O
Coves	O
ESA	O
-	O
London	LOC
,	O
ON	O
??	O
#	HSTG
hawk	HSTG
#	HSTG
birds	HSTG
#	HSTG
wildlife	HSTG
#	HSTG
wildlifephotography	HSTG
#	HSTG
nature	HSTG
#	HSTG
NatureisAmazing	HSTG
#	HSTG
...	HSTG
Birds	O
on	O
a	O
pole	O
in	O
Aruba	LOC
with	O
cruise	O
ship	O
in	O
the	O
background	O
.	O
#	HSTG
Aruba	HSTG
#	HSTG
cruiseship	HSTG
#	HSTG
birds	HSTG
#	HSTG
photo	HSTG
#	HSTG
photography	HSTG
https:\/\/t.co\/IoW6Ew9hOf	LINK
RT	O
@	O
TheMaruruns	O
:	O
White	BISP
Peafowl	BISP
at	O
#	HSTG
Bali	HSTG
#	HSTG
Zoo	HSTG
???????	O
Before	O
visiting	O
to	O
Bali	LOC
,	O
check	O
this	O
from	O
here	O
?	O
https:\/\/t.co\/sbOr3Mo2WY	LINK
#	HSTG
bird	HSTG
#	HSTG
animal	HSTG
#	HSTG
...	HSTG
RT	O
@	O
IBIS_journal	O
:	O
Patterns	O
of	O
nocturnal	O
bird	O
migration	O
in	O
southern	LOC
Mexico	LOC
https:\/\/t.co\/eRHQXieYAQ	LINK
#	HSTG
ornithology	HSTG
Very	O
cute	O
!	O
Peach-faced	BISP
Lovebird	BISP
in	O
Kofu	LOC
Syowa	LOC
shopping	O
mall	O
?????????	O
???????	O
in	O
??????????	O
#	HSTG
twinglish	HSTG
#	HSTG
bird	HSTG
#	HSTG
cute	HSTG
https:\/\/t.co\/QMRDPxDmQp	LINK
#	HSTG
Lost	HSTG
Parakeet	BISP
#	HSTG
Bird	HSTG
--	O
Wilton	LOC
Manors	LOC
\/	O
Fort	LOC
Lauderdale	LOC
,	O
#	HSTG
FL	HSTG
https:\/\/t.co\/NlcrLrkp13	LINK
#	HSTG
LostBird	HSTG
...	O
https:\/\/t.co\/Ue0L1qXer5	LINK
@	O
ReineM	O
How	O
#	HSTG
birds	HSTG
stay	O
warm	O
through	O
Canada	O
's	O
#	HSTG
ColdWinters	HSTG
https:\/\/t.co\/CsXOFpgoPo	LINK
An	O
India	LOC
trip	O
full	O
of	O
many	O
highlights	O
such	O
as	O
this	O
phone-scoped	O
Indian	BISP
Courser	BISP
,	O
stunning	O
Tigers	O
,	O
the	O
Taj	LOC
